,ChannelID,ViewCount,likeCount,dislikeCount,uploadedDate,category,videoLanguage,duration,commentCount,subCount,TotalViewCount,VideoCount,channelDate,channelLocation,likePer,dislikePer,LikeDisRatio,days to publish,title
87,lcOxhH8N3Bo,698647231,3000580,135681,2009-11-15,Music,Not specified,0 days 00:05:34.000000000,109737,782000,824766897,31,2009-09-02,Not specified,42.95,1.94,22.14,74,Bonnie Tyler - Total Eclipse of the Heart (Video)
88,qMxX-QOV9tI,695016466,3084211,131689,2011-01-25,Music,Not specified,0 days 00:04:07.000000000,185879,6700000,4315659104,77,2010-11-03,Not specified,44.38,1.89,23.48,83,Jessie J - Price Tag ft. B.o.B
89,ft4jcPSLJfY,694576825,3786067,159668,2018-11-20,Music,Not specified,0 days 00:03:31.000000000,72085,21700000,12682843094,535,2009-12-11,Not specified,54.51,2.3,23.7,3266,"David Guetta, Bebe Rexha & J Balvin - Say My Name (Official Video)"
90,iMEhjsiHbwM,692914389,2918287,213280,2019-03-01,Music,Not specified,0 days 00:03:16.000000000,80842,14500000,13464177838,116,2011-06-15,Not specified,42.12,3.08,13.68,2816,Maluma - HP (Official Video)
91,GzU8KqOY8YA,691394600,3640818,109292,2017-01-10,Music,Not specified,0 days 00:03:49.000000000,72641,1530000,1413451642,53,2009-05-12,Not specified,52.66,1.58,33.33,2800,Sean Paul - No Lie ft. Dua Lipa
92,i_kF4zLNKio,690560606,3697332,217019,2014-08-07,Music,Not specified,0 days 00:04:05.000000000,158907,3520000,1817185966,143,2012-10-10,US,53.54,3.14,17.05,666,Fetty Wap  - Trap Queen (Official Video) Prod. By Tony Fadd
93,BxuY9FET9Y4,690375868,3895146,115902,2015-09-14,Music,en,0 days 00:04:02.000000000,132042,16800000,6472092136,90,2009-09-09,US,56.42,1.68,33.58,2196,Charlie Puth - One Call Away [Official Video]
94,gOsM-DYAEhY,690307159,4113249,119201,2017-10-12,Music,Not specified,0 days 00:03:40.000000000,103045,10100000,8888574783,108,2012-01-23,Not specified,59.59,1.73,34.45,2089,Imagine Dragons - Whatever It Takes
95,qFLhGq0060w,690761446,3582467,160979,2017-03-10,Music,Not specified,0 days 00:04:58.000000000,155034,10800000,9346514191,79,2011-07-13,CA,51.86,2.33,22.26,2067,The Weeknd - I Feel It Coming ft. Daft Punk (Official Video)
96,ooHII67__Sg,690046426,1844572,96697,2017-12-06,Music,Not specified,0 days 00:03:45.000000000,50333,6950000,3504876949,40,2016-12-06,CO,26.73,1.4,19.09,365,Esperándote - MTZ Manuel Turizo | Video Oficial
97,UceaB4D0jpo,691077165,8788542,267759,2017-11-22,Music,Not specified,0 days 00:04:02.000000000,327400,3990000,5211279671,31,2014-09-30,US,127.17,3.87,32.86,1149,Post Malone - rockstar ft. 21 Savage
98,fXWp4jn4Omo,689440581,1487164,645252,2018-05-30,Howto & Style,Not specified,0 days 00:05:53.000000000,9116,8030000,2651952824,1122,2016-02-11,US,21.57,9.36,2.3,839,Mixing Store Bought Slime Into Clear Slime - Most Satisfying Slime Videos ! Tom Slime
99,TDwBuPsrSM4,688606029,843521,471392,2012-11-16,Entertainment,ru,0 days 00:06:56.000000000,2337,31400000,23431967418,3128,2006-12-16,RU,12.25,6.85,1.79,2162,Маша и Медведь (Masha and The Bear) - Фокус-покус (25 Серия)
100,d-5dc8CuOvw,688240951,1543123,126975,2017-01-06,Music,es-419,0 days 00:03:29.000000000,60431,29900000,10909564812,352,2011-05-16,PR,22.42,1.84,12.18,2062,Daddy Yankee ft Ozuna - La Rompe Corazones (Video Lyric Oficial)
101,MkElfR_NPBI,688216577,4963798,202986,2015-05-29,Music,Not specified,0 days 00:03:46.000000000,164964,8000000,5078536313,163,2011-10-29,Not specified,72.13,2.95,24.45,1308,Little Mix - Black Magic (Official Video)
102,qRp3-D3SMwI,686767602,1697659,327930,2014-06-23,Music,Not specified,0 days 00:05:25.000000000,105297,1050000,931744236,219,2012-09-25,IT,24.72,4.77,5.18,636,"OSMANI GARCIA Ft. PITBULL, SENSATO, DAYAMI LA MUSA - El Taxi (Official Video) Reggaeton Cubaton"
103,6X3A-Qe4lPg,686855448,1555502,1028381,2017-05-07,Music,en,0 days 00:02:16.000000000,2002,30400000,13659425691,459,2014-08-05,US,22.65,14.97,1.51,1006,🚍 The Wheels On The Bus 🚌 Fun Songs for Children | LooLoo Kids
104,YWu9mB6X9Oc,684253697,1196562,123919,2015-02-20,Music,Not specified,0 days 00:05:01.000000000,32512,814000,813877626,38,2013-11-11,Not specified,17.49,1.81,9.66,466,"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién? (Video Oficial)"
105,EzKkl64rRbM,688301247,4816795,222919,2019-10-11,Music,Not specified,0 days 00:03:39.000000000,105849,3940000,5640685664,73,2009-05-12,US,69.98,3.24,21.6,3804,"Black Eyed Peas, J Balvin - RITMO (Bad Boys For Life)"
106,1y6smkh6c-0,683338694,3511701,86143,2012-09-14,Music,Not specified,0 days 00:05:35.000000000,143137,1530000,1099854099,11,2010-09-20,Not specified,51.39,1.26,40.79,725,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)
107,VYOjWnS4cMY,685579407,9888593,705491,2018-05-06,Music,Not specified,0 days 00:04:05.000000000,756642,1710000,1980375868,42,2011-05-09,Not specified,144.24,10.29,14.02,2554,Childish Gambino - This Is America (Official Video)
108,lDK9QqIzhwk,683302182,2698685,101894,2009-06-17,Music,Not specified,0 days 00:04:09.000000000,103282,2910000,4022132160,138,2009-05-12,Not specified,39.49,1.49,26.5,36,Bon Jovi - Livin' On A Prayer (Official Music Video)
109,4DO8GsIYfhQ,678190877,1528709,83610,2010-05-18,Music,Not specified,0 days 00:04:01.000000000,48351,13300000,12682264016,128,2009-05-12,Not specified,22.54,1.23,18.33,371,"Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro"
110,pBuZEGYXA6E,680142709,12073338,699554,2018-08-24,Music,ko,0 days 00:03:52.000000000,2267795,37200000,9644341821,392,2008-06-04,KR,177.51,10.29,17.25,3733,BTS (방탄소년단) 'IDOL' Official MV
111,ij_0p_6qTss,678015638,4386973,146834,2014-11-06,Music,Not specified,0 days 00:04:36.000000000,175849,15000000,8476231427,162,2009-11-24,US,64.7,2.17,29.82,1808,Selena Gomez - The Heart Wants What It Wants (Official Video)
112,xwtdhWltSIg,678326953,2348073,103604,2011-07-02,Music,Not specified,0 days 00:04:54.000000000,57476,825000,1085632656,271,2006-10-22,US,34.62,1.53,22.63,1714,R.E.M. - Losing My Religion (Official Music Video)
113,tD4HCZe-tew,676060188,3704797,113236,2015-07-01,Music,Not specified,0 days 00:03:22.000000000,128501,3680000,2155146929,68,2013-11-05,US,54.8,1.67,32.81,603,Zara Larsson - Lush Life (Official Music Video)
114,kTlv5_Bs8aw,677984574,9847184,263494,2017-11-24,Music,ko,0 days 00:04:34.000000000,1042522,37200000,9644341821,392,2008-06-04,KR,145.24,3.89,37.34,3460,BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV
115,-59jGD4WrmE,675902940,4989344,175731,2016-06-25,Music,Not specified,0 days 00:04:58.000000000,136194,11000000,9408468101,1100,2006-12-15,US,73.82,2.6,28.39,3480,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain"
116,1YBl3Zbt80A,674575459,1678780,307291,2017-02-06,Music,Not specified,0 days 00:02:53.000000000,66396,142000000,111942342338,14447,2006-03-13,IN,24.89,4.56,5.46,3983,"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania"""
117,iEPTlhBmwRg,673453423,2623331,105548,2011-08-09,Music,Not specified,0 days 00:04:39.000000000,127138,15000000,15235717636,122,2009-05-12,US,38.95,1.57,24.81,819,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video)
118,qd6OtRox9V8,672644277,1019134,595231,2010-08-30,Entertainment,ru,0 days 00:07:48.000000000,2070,31400000,23431967418,3128,2006-12-16,RU,15.15,8.85,1.71,1353,"Маша и Медведь (Masha and The Bear) - Раз, два, три! Ёлочка, гори! (3 Серия)"
119,IJHPpTYtIqk,673331397,4764345,404392,2017-10-28,Music,Not specified,0 days 00:03:21.000000000,262303,4590000,1231592552,32,2014-01-27,TN,70.76,6.01,11.77,1370,Balti - Ya Lili feat. Hamouda (Official Music Video)
120,8avC3hHNeSE,673033635,2221183,112629,2018-10-12,Music,Not specified,0 days 00:03:24.000000000,52932,507000,1493165486,29,2016-03-14,US,33,1.67,19.76,942,"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)"
121,HvNdJ2RCReg,677658568,1732657,1042049,2018-10-02,Education,en,0 days 00:02:56.000000000,7729,85300000,66066215701,536,2006-09-01,US,25.57,15.38,1.66,4414,Swimming Song | CoComelon Nursery Rhymes & Kids Songs
122,Vx0JhF4VarE,673860173,1018462,442323,2016-12-02,Entertainment,es-419,0 days 00:09:57.000000000,68354,10700000,4871995021,2455,2015-07-17,MX,15.11,6.56,2.3,504,¡Cecilia seduce a Pancho! | Inocente engaño | La Rosa de Guadalupe
123,l7VsurR48Ew,669516320,1086163,616101,2008-09-15,Film & Animation,pt,0 days 00:03:18.000000000,9683,22600000,15645569482,51,2006-08-30,BR,16.22,9.2,1.76,747,A Baratinha - DVD Galinha Pintadinha
124,Q4HMn3BJ24Y,669618456,1442756,788215,2016-07-22,Film & Animation,ko,0 days 00:03:09.000000000,11620,5070000,3848438563,1061,2011-12-13,Not specified,21.55,11.77,1.83,1683,콩순이 공룡송 [콩순이의 율동교실 2기]
125,UrT0zCmsN8c,668254248,3431486,301189,2017-01-06,Music,Not specified,0 days 00:03:37.000000000,164045,3760000,2104503695,47,2016-06-06,Not specified,51.35,4.51,11.39,214,Simone & Simaria - Loka (Ao Vivo) ft. Anitta
126,5anLPw0Efmo,667694414,3825357,103040,2009-12-02,Music,Not specified,0 days 00:04:33.000000000,163496,3250000,2304088710,50,2009-11-13,Not specified,57.29,1.54,37.2,19,Evanescence - My Immortal (Official Music Video)
127,IPfJnp1guPc,667351556,4338765,175093,2017-08-01,Music,Not specified,0 days 00:04:08.000000000,135818,2340000,3445939677,85,2016-08-29,Not specified,65.01,2.62,24.81,337,Khalid - Young Dumb & Broke (Official Video)
128,n-D1EB74Ckg,666517428,3618459,217042,2013-05-07,Music,Not specified,0 days 00:04:50.000000000,318126,15000000,8476231427,162,2009-11-24,US,54.29,3.26,16.65,1260,Selena Gomez - Come & Get It
129,yyDUC1LUXSU,666422694,2815542,303455,2013-03-20,Music,Not specified,0 days 00:04:32.000000000,196050,1500000,1004412834,56,2009-05-12,Not specified,42.25,4.55,9.29,1408,"Robin Thicke - Blurred Lines ft. T.I., Pharrell (Official Music Video)"
130,sOnqjkJTMaA,665935134,4043938,235317,2009-10-03,Music,Not specified,0 days 00:13:43.000000000,350958,8210000,7958331140,110,2009-09-02,Not specified,60.73,3.53,17.2,31,Michael Jackson - Thriller (Official Video)
131,iO2IR0ixD08,664830272,346373,266594,2014-04-28,Entertainment,Not specified,0 days 00:46:34.000000000,6534,2980000,3440260665,65,2012-11-17,Not specified,5.21,4.01,1.3,527,"80 Surprise eggs, Маша и Медведь Kinder Surprise Mickey Mouse Disney Pixar Cars 2"
132,uBaqgt5V0mU,666581505,3184913,302311,2018-10-12,Music,Not specified,0 days 00:03:34.000000000,152152,142000000,111942342338,14447,2006-03-13,IN,47.78,4.54,10.52,4596,Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani
133,GKSRyLdjsPA,664825320,4469913,193719,2016-09-06,Music,Not specified,0 days 00:05:52.000000000,187156,10000000,8637202401,105,2009-05-12,Not specified,67.23,2.91,23.1,2674,Sia - The Greatest
134,JeLIYZJ3hfM,673987475,1797322,1280286,2014-06-08,Education,Not specified,0 days 00:02:33.000000000,2075,24000000,11921834270,338,2014-06-06,IN,26.67,19,1.4,2,Bandar Mama Pahan Pajama - 3D Animated Hindi Rhymes
135,7QU1nvuxaMA,665301539,2462503,102787,2009-10-25,Music,Not specified,0 days 00:05:02.000000000,91434,969000,1066285105,12,2009-05-12,Not specified,37.01,1.54,24.03,166,Audioslave - Like a Stone (Official Video)
136,8-mloCL49vs,663767707,3057393,258069,2018-05-11,Music,Not specified,0 days 00:02:33.000000000,126964,3590000,5923722336,50,2016-01-11,US,46.06,3.89,11.84,851,KAROL G - Mi Cama (Official Video)
137,bzW9fmwcmG4,664543780,3571266,326874,2016-12-24,Music,Not specified,0 days 00:04:01.000000000,160609,3140000,844119316,804,2006-10-30,Not specified,53.74,4.92,10.92,3708,Daru Badnaam | Kamal Kahlon & Param Singh | Official Video | Pratik Studio | Latest Punjabi Songs
138,3YltYCrPZos,664433182,1729029,992410,2019-04-09,Education,en,0 days 00:03:51.000000000,6385,85300000,66066215701,536,2006-09-01,US,26.02,14.94,1.74,4603,The Boo Boo Song | CoComelon Nursery Rhymes & Kids Songs
139,LsoLEjrDogU,662839827,4895293,291860,2018-01-04,Music,Not specified,0 days 00:03:43.000000000,257317,27400000,12018063702,67,2006-09-19,Not specified,73.85,4.4,16.78,4125,Bruno Mars - Finesse (Remix) (feat. Cardi B] [Official Video]
140,o_v9MY_FMcw,661758090,5081383,342233,2013-07-22,Music,Not specified,0 days 00:06:13.000000000,867546,22600000,9444830634,171,2010-12-04,Not specified,76.79,5.17,14.85,961,One Direction - Best Song Ever
141,qpgTC9MDx1o,660948867,3855725,189737,2014-09-29,Music,Not specified,0 days 00:04:41.000000000,148437,15000000,15235717636,122,2009-05-12,US,58.34,2.87,20.33,1966,Maroon 5 - Animals (Official Music Video)
142,F3uzNaw-uhE,660838479,1543947,96209,2016-12-02,Music,Not specified,0 days 00:03:30.000000000,38740,6490000,4681334609,76,2011-01-27,CO,23.36,1.46,16,2136,Piso 21 - Me Llamas (feat. Maluma) [Remix] | Video Oficial
143,WdKsFfq6_No,659763399,0,0,2015-02-14,Education,Not specified,0 days 00:11:31.000000000,20804,4150000,2824488726,230,2014-08-02,Not specified,0,0,#DIV/0!,196,Cake Pop Finger Family Collection | Top 10 Finger Family Collection | Finger Family Songs
144,ei2-RjJDBHc,659176459,1190923,646203,2013-09-15,Film & Animation,pt,0 days 00:01:08.000000000,9280,22600000,15645569482,51,2006-08-30,BR,18.07,9.8,1.84,2573,PARABÉNS DA GALINHA PINTADINHA - Clipe Música Oficial - Galinha Pintadinha DVD 4
145,qPTfXwPf_HM,657996590,3400889,122889,2017-05-18,Music,Not specified,0 days 00:03:04.000000000,66028,2090000,2678936548,81,2015-12-07,US,51.69,1.87,27.64,528,Jonas Blue - Mama ft. William Singe (Official Video)
146,BELlZKpi1Zs,656946786,616990,261858,2009-09-22,Education,Not specified,0 days 00:03:00.000000000,0,3640000,4175660298,216,2009-02-28,Not specified,9.39,3.99,2.35,206,Phonics Song 2
147,fV4DiAyExN0,657382265,2990613,98088,2009-10-07,Music,Not specified,0 days 00:04:11.000000000,68697,581000,747008956,25,2009-05-12,Not specified,45.49,1.49,30.53,148,Hoobastank - The Reason (Official Music Video)
148,72UO0v5ESUo,655393458,5896045,589302,2017-04-17,Music,Not specified,0 days 00:03:49.000000000,401068,17700000,12067674046,70,2009-05-12,US,89.96,8.99,10.01,2897,"Luis Fonsi, Daddy Yankee - Despacito (Remix) (Official Audio) ft. Justin Bieber"
149,2zn4dAuZ2RU,655025677,1857333,130014,2018-06-29,Music,Not specified,0 days 00:04:34.000000000,40780,13600000,14241421271,175,2010-09-30,CO,28.36,1.98,14.32,2829,"J. Balvin, Zion & Lennox - No Es Justo (Official Video)"
0,8_oE-iQeFeE,653752897,5856852,260126,2018-03-31,Music,Not specified,0 days 00:03:35.000000000,278969,58200000,30427312642,1438,2012-03-21,BR,89.59,3.98,22.51,2201,Amor de Verdade - MC Kekel e MC Rita (KondZilla) | Official Music Video
1,fk4BbF7B29w,653527260,3999262,135005,2016-05-23,Music,Not specified,0 days 00:03:46.000000000,150298,15600000,8877180988,31,2009-10-15,Not specified,61.2,2.07,29.57,2412,Adele - Send My Love (To Your New Lover)
2,DkeiKbqa02g,653527049,3477081,166072,2018-05-02,Music,Not specified,0 days 00:03:44.000000000,82328,12200000,11904910147,143,2009-10-15,Not specified,53.2,2.54,20.94,3121,"Calvin Harris, Dua Lipa - One Kiss (Official Video)"
3,ALj5MKjy2BU,652417013,6954389,250842,2016-05-01,Music,en,0 days 00:04:55.000000000,584050,19900000,16768968046,17420,2011-01-31,Not specified,106.59,3.84,27.76,1917,[MV] BTS(방탄소년단) _ FIRE (불타오르네)
4,g5qU7p7yOY8,652686299,3382563,151998,2014-11-03,Music,Not specified,0 days 00:04:11.000000000,146998,18300000,14151827425,112,2010-10-21,Not specified,51.83,2.33,22.24,1474,"Ariana Grande, The Weeknd - Love Me Harder (Official Video)"
5,nAP3yilxmdY,655028810,1708701,1029574,2017-11-01,Education,en,0 days 00:04:23.000000000,23,85300000,66071232131,536,2006-09-01,US,26.09,15.72,1.66,4079,"""No No"" Play Safe Song | CoComelon Nursery Rhymes & Kids Songs"
6,Y1xs_xPb46M,652186955,3498628,149810,2012-01-13,Music,Not specified,0 days 00:03:18.000000000,424446,22600000,9444915291,171,2010-12-04,Not specified,53.64,2.3,23.32,405,One Direction - One Thing
7,o61fbnPCYqI,652835535,1100178,464052,2015-04-17,Entertainment,Not specified,0 days 00:03:57.000000000,14752,4480000,2469995984,489,2010-05-03,Not specified,16.85,7.11,2.37,1810,Spider-Man: Spider-Verse Flash Mob Prank
8,Ey_hgKCCYU4,649392880,2964576,82749,2016-06-14,Music,Not specified,0 days 00:03:28.000000000,43422,2090000,2678962700,81,2015-12-07,US,45.65,1.27,35.94,190,Jonas Blue - Perfect Strangers ft. JP Cooper (Official Video)
9,AbPED9bisSc,648277299,3698306,169736,2012-09-20,Music,Not specified,0 days 00:03:18.000000000,527203,22600000,9444915291,171,2010-12-04,Not specified,57.05,2.62,21.77,656,One Direction - Live While We're Young
10,uuZE_IRwLNI,649281295,3240782,94647,2013-03-20,Music,Not specified,0 days 00:08:21.000000000,138640,6470000,4550304708,68,2009-09-02,Not specified,49.91,1.46,34.18,1295,Justin Timberlake - Mirrors
11,4nKcnfw9ggc,648172272,1134499,717230,2015-11-21,Music,es-419,0 days 00:02:12.000000000,8066,34300000,31545120008,888,2011-06-02,Not specified,17.5,11.07,1.58,1633,Percherón - La Granja de Zenón 3
12,vJwKKKd2ZYE,646684867,4082871,248352,2014-08-01,Music,Not specified,0 days 00:03:19.000000000,266079,1210000,743394566,5,2014-07-31,Not specified,63.14,3.84,16.44,1,Bobby Shmurda - Hot N*gga (Official Music Video)
13,cpN78ZjnCZY,646540945,1968339,187102,2017-09-15,Music,Not specified,0 days 00:04:18.000000000,57070,1730000,2546667554,168,2009-09-02,Not specified,30.44,2.89,10.53,2935,"Silvestre Dangond, Nicky Jam - Cásate Conmigo (Official Video)"
14,QBaIMZ8QjcU,646372848,1286069,105024,2015-01-23,Music,Not specified,0 days 00:05:58.000000000,26731,8980000,9637046852,161,2011-04-21,Not specified,19.9,1.62,12.28,1373,Romeo Santos - Yo También (Official Video) ft. Marc Anthony
15,AdQCja4MBcY,646989547,0,0,2016-09-11,Music,ar,0 days 00:03:17.000000000,0,12700000,8091414659,702,2012-11-01,JO,0,0,#DIV/0!,1410,ألوان - طيور بيبي Toyor Baby
16,BGa3AqeqRy0,645096088,384972,302267,2013-11-02,Education,en,0 days 00:29:07.000000000,0,2760000,2711618205,654,2007-11-28,Not specified,5.97,4.69,1.27,2166,"""Color Songs Collection Vol. 1"" - Learn Colors, Teach Colours, Baby Toddler Preschool Nursery Rhymes"
17,Mi3GdCyzHCY,646356537,964042,374048,2017-11-02,Music,Not specified,0 days 00:05:22.000000000,56261,56000000,26744805883,4797,2014-03-12,IN,14.92,5.79,2.58,1331,Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan
18,0w3XwPVxcsw,644291625,2189803,147856,2018-11-01,Music,Not specified,0 days 00:03:45.000000000,51004,2620000,3837133135,34,2015-07-06,Not specified,33.99,2.29,14.84,1214,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos
19,6E_hN0oERKE,644837237,1862117,1420934,2018-09-07,Education,Not specified,0 days 00:02:33.000000000,7484,6690000,2197142715,84,2017-06-08,IN,28.88,22.04,1.31,456,नानी तेरी मोरनी | Nani Teri Morni | Nani Teri Morni Ko Mor Le Gaye
20,k4yXQkG2s1E,642403453,1769933,292611,2016-07-27,Music,en,0 days 00:02:54.000000000,49042,56000000,26744805883,4797,2014-03-12,IN,27.55,4.55,6.05,868,Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem & Hardeep ft Badshah Neha K Indeep
21,zKOubVELVNw,643555642,1094417,690955,2014-06-14,Music,pt,0 days 00:02:11.000000000,1506,22600000,15646140419,51,2006-08-30,BR,17.01,10.74,1.58,2845,SAMBALELÊ - Clipe Música Oficial - Galinha Pintadinha DVD 4
22,qaZ0oAh4evU,639974953,3518422,229205,2016-04-15,Music,Not specified,0 days 00:03:34.000000000,171639,1650000,1444611052,40,2015-03-10,Not specified,54.98,3.58,15.36,402,Alvaro Soler - Sofia
23,xF5UcphoEnk,641887947,19807,15634,2015-02-04,Science & Technology,Not specified,0 days 00:00:16.000000000,0,447000,154168671,297,2005-09-24,US,0.31,0.24,1.29,3420,Amazon App - Earth's Biggest Selection in Your Pocket
24,N-V_omSSi4M,645305437,1179521,769095,2017-04-14,Education,Not specified,0 days 00:02:07.000000000,2429,24000000,11922925225,338,2014-06-06,IN,18.28,11.92,1.53,1043,Mausam Hua Garam | Hindi Rhymes for Children | Infobells
25,qqqMyxv5al4,637204049,1658423,188827,2015-09-21,Music,Not specified,0 days 00:04:20.000000000,72059,194000,1213081838,34,2017-12-12,Not specified,26.03,2.96,8.79,-813,Raymix - Oye Mujer
26,-RP19fnff_c,636650750,1256908,294688,2010-08-04,Music,Not specified,0 days 00:03:03.000000000,25896,3680000,3317746984,1166,2006-09-19,US,19.74,4.63,4.26,1415,The Chipettes - Single Ladies (Official Music Video)
27,K5KAc5CoCuk,636853166,4666933,124546,2013-12-04,Music,Not specified,0 days 00:03:35.000000000,217549,1800000,1291153176,13,2013-02-13,Not specified,73.28,1.96,37.39,294,Indila - Dernière Danse (Clip Officiel)
28,yXQViqx6GMY,635299031,2997459,139060,2009-11-24,Music,Not specified,0 days 00:03:55.000000000,210763,3170000,4367617791,189,2009-05-12,Not specified,47.18,2.19,21.54,196,Mariah Carey - All I Want For Christmas Is You (Official Music Video)
29,Um7pMggPnug,635295776,3823825,236300,2017-02-21,Music,Not specified,0 days 00:04:01.000000000,165386,25500000,19310933123,145,2009-12-13,US,60.19,3.72,16.18,2627,Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley
30,GDMel6oO2fU,640424675,2060423,1312235,2018-03-13,Education,en,0 days 00:03:30.000000000,5007,85300000,66071232131,536,2006-09-01,US,32.17,20.49,1.57,4211,Balloon Boat Race | CoComelon Nursery Rhymes & Kids Songs
31,ZbZSe6N_BXs,636269511,3647928,177685,2014-01-08,Music,Not specified,0 days 00:04:01.000000000,117308,1390000,1060623810,38,2009-05-12,Not specified,57.33,2.79,20.55,1702,Pharrell Williams - Happy (Official Music Video)
32,nP8ZVJxiJlU,634823587,2463839,109435,2018-03-15,Music,Not specified,0 days 00:03:29.000000000,83323,6490000,4681377565,76,2011-01-27,CO,38.81,1.72,22.56,2604,Piso 21 ft. Paulo Londra - Te Amo (Video Oficial)
33,kX0kAtUrJFY,636444821,1199241,663608,2017-02-16,People & Blogs,Not specified,0 days 00:04:58.000000000,20258,2670000,771048173,58,2017-02-10,IN,18.84,10.43,1.81,6,Haryanvi Bandar Bandriya Ka Khel - Funny Video | Comedy Video From My Phone
34,zAWsoFk2yVw,634683742,3299629,186159,2018-08-02,Music,Not specified,0 days 00:04:40.000000000,137923,6430000,6705738270,78,2012-09-04,Not specified,51.99,2.93,17.74,2158,"Becky G, Paulo Londra - Cuando Te Besé (Official Video)"
35,rKk9uJqi4hY,634075639,818087,515025,2015-11-15,Education,Not specified,0 days 00:12:52.000000000,10082,5790000,3062109661,133,2015-03-24,IN,12.9,8.12,1.59,236,Surprise Eggs Wildlife Toys | Learn Wild Animals & Animal Sounds | ChuChu TV Surprise For Kids
36,igNVdlXhKcI,633840961,3137028,126050,2015-04-01,Music,Not specified,0 days 00:03:29.000000000,95054,16800000,6472165503,90,2009-09-09,US,49.49,1.99,24.87,2030,Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video]
37,2-MBfn8XjIU,631238702,3392792,100973,2015-07-10,Music,Not specified,0 days 00:03:48.000000000,78972,8380000,6090651612,101,2014-02-26,Not specified,53.75,1.6,33.59,499,Meghan Trainor - Like I'm Gonna Lose You (Official Music Video) ft. John Legend
38,CHVhwcOg6y8,631110538,2866160,689556,2009-11-24,Music,Not specified,0 days 00:04:03.000000000,378917,32700000,20455224743,152,2009-09-26,US,45.41,10.93,4.15,59,Justin Bieber - One Time
39,12CeaxLiMgE,630965847,4082406,170405,2014-05-22,Music,Not specified,0 days 00:03:33.000000000,89397,1250000,733619691,39,2014-05-12,Not specified,64.7,2.7,23.96,10,"Dillon Francis, DJ Snake - Get Low (Video)"
40,YzXi5HpgYGc,631504025,1578052,901993,2017-12-26,Education,en,0 days 00:02:36.000000000,2218,85300000,66071232131,536,2006-09-01,US,24.99,14.28,1.75,4134,Johny Johny Yes Papa (Parents Version) | CoComelon Nursery Rhymes & Kids Songs
41,dvgZkm1xWPE,628072870,2817440,79928,2008-08-04,Music,Not specified,0 days 00:04:03.000000000,217614,16900000,10393961734,266,2010-01-03,GB,44.86,1.27,35.32,-517,Coldplay - Viva La Vida
42,c6rP-YP4c5I,627708979,2689080,186898,2016-03-04,Music,Not specified,0 days 00:03:23.000000000,134532,18900000,18006996788,166,2009-09-02,Not specified,42.84,2.98,14.38,2375,"Shakira - Try Everything (From ""Zootopia"") [Official Music Video]"
43,SDTZ7iX4vTQ,628042850,5469016,131711,2011-02-05,Music,Not specified,0 days 00:04:16.000000000,409344,1480000,1142167333,81,2011-01-10,Not specified,87.08,2.1,41.47,26,Foster The People - Pumped up Kicks (Official Music Video)
44,-CmadmM5cOk,626307812,2788702,145871,2015-02-13,Music,Not specified,0 days 00:04:03.000000000,141089,26700000,18800582829,125,2009-05-12,US,44.53,2.33,19.11,2103,Taylor Swift - Style
45,SAcpESN_Fk4,626803845,2694260,247157,2017-12-02,Music,en,0 days 00:03:05.000000000,147728,31200000,17027980330,3713,2006-06-07,IN,42.98,3.94,10.91,4196,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Atif, Vishal & Shekhar, Irshad"
46,1i7p0vTGcBk,625680151,1103931,651230,2006-12-28,Film & Animation,pt,0 days 00:01:56.000000000,4536,22600000,15646140419,51,2006-08-30,BR,17.64,10.41,1.69,120,Galinha Pintadinha - videoclip infantil animado
47,XngTiXBPmEE,625483132,2327383,159267,2016-02-13,Music,Not specified,0 days 00:06:17.000000000,103909,12500000,6543435735,33,2016-02-13,PR,37.21,2.55,14.59,0,"La Ocasión - De La Ghetto, Arcangel, Ozuna, Anuel Aa, Dj Luian, Mambo Kingz [Video Oficial]"
48,f0bbDFRYD_A,625095719,8099207,118852,2018-03-02,Music,Not specified,0 days 00:02:02.000000000,631861,25800000,5052299198,104,2015-06-23,US,129.57,1.9,68.19,983,XXXTENTACION - changes
